id,name,breed_time,buy_price,hatch_time,breedable,hatch_xp,description
1247,Outrunner Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Outrunner Dragon is a Epic Dragon   with the primary typing of War. The Outrunner Dragon can also learn Metal, Dark and  Flame moves.      If youre spinning out after hitting a tomato, then youre probably on this guys tail! The Outrunner Dragon is always in first place, so why not send the Shelly Dragon after him just before he crosses the finish line!"
1248,Flix N Chill Dragon,,,,,,
1249,Speed Racer Dragon,,,,,,
1250,Party Hard Dragon,,,,,,
1251,Purpureus Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Purpureus Dragon is a Epic Dragon   with the primary typing of Dark. The Purpureus Dragon can also learn Legend, Flame and  Electric moves.      Known for having the prettiest eyes in the land, one glance and youll be lost in a sea of purple. The Purpureus Dragon will hypnotize you with her beauty, right before she breathes glistening, yet scorching, purple fire!"
1252,Thunderbolt Dragon,3 Days ,4500,2 Days ,No,500000,"The Thunderbolt Dragon is a Legendary Dragon   with the primary typing of War. The Thunderbolt Dragon can also learn Legend, Electric and  Terra moves.      Charred remains of the landscape indicate that the Thunderbolt Dragon has passed by. It struggles to keep its energy rays under control, thus making him disliked by others, but when it concentrates on focusing its energy, most battle opponents flee!"
1253,Prosperous Rat Dragon,,,,,,
1254,Arctic Guardian Dragon,,,,,,
1255,Cryogenic Dragon,3 Days ,4500,2 Days ,No,500000,"The Cryogenic Dragon is a Legendary Dragon   with the primary typing of Ice. The Cryogenic Dragon can also learn Wind, Dark and  Pure moves.      Whats that lurking beneath the ice? If youre unlucky enough to be venturing into the Cryogenic Dragons territory then you better make a run for it! This beast hunts for sport and to him, youre just one more pawn in his game."
1256,Polar Seraph Dragon,,,,,,
1257,Icetrek Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Icetrek Dragon is a Epic Dragon   with the primary typing of Ice. The Icetrek Dragon can also learn Terra, Electric and  Metal moves.      If youre having to travel in arctic conditions then you best bring along the Icetrek Dragon! This nomad is an expert in sub-zero exploration, even the toughest dragons require his help when it comes to navigating the ice caps."
1258,Snowdrift Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,"The Snowdrift Dragon is a Very Rare Dragon   with the primary typing of Ice. The Snowdrift Dragon can also learn Nature and  Sea moves.      This dragon is used to the harsh elements of arctic lands. The Snowdrift Dragon cuts through snow mounds using its razor-sharp appendages, so dont get in its way when its foraging in the icy terrain."
1259,Fondue Dragon,3 Days ,4500,2 Days ,No,500000,"The Fondue Dragon is a Legendary Dragon   with the primary typing of Metal. The Fondue Dragon can also learn Light, Flame and  Terra moves.      Chocolate fondue, cheese fondont! Dont even bother bringing up the dairy alternative to this sweet treat, the Fondue Dragon is all about the chocolate! Dragons from all over gather to get a taste of this secret recipe."
1260,Smores Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Smores Dragon is a Epic Dragon   with the primary typing of War. The Smores Dragon can also learn Dark, Flame and  Nature moves.      If youre looking for the worlds best smore, then this dragon knows the perfect ratio of cracker and marshmallow! Gather around the campfire as the Smores Dragon rustles up some tasty treats! Would you like some more?"
1261,High Ethereal Dragon,,,,,,
1262,Gust Cherub Dragon,,,,,,
1263,Destruction Dragon,3 Days ,4500,2 Days ,No,500000,"The Destruction Dragon is a Legendary Dragon   with the primary typing of Primal. The Destruction Dragon can also learn War, Dark and  Flame moves.      Everyone blames the Destruction Dragon for their problems, luckily, the Creation Dragon is always there to fix things... However, in reality, it is the Creation Dragon that has a streak of evil. The Destruction Dragon is tired of these false claims and wants revenge!"
1264,Fudge Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Fudge Dragon is a Very Rare Dragon   with the primary typing of Primal. The Fudge Dragon can also learn Dark, Flame and  Sea moves.      Oh, fudge! is usually the response of anyone on a diet when the Fudge Dragon drops by to say hello... You wont be able to resist his mouth-watering candy! Take a bite and let your troubles slip away!"
1265,Metal Titan Dragon,,,,,,
1266,Soul Stealer Dragon,,,,,,
1267,Bonbon Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Bonbon Dragon is a Epic Dragon   with the primary typing of Ice. The Bonbon Dragon can also learn Light, Terra and  Nature moves.      His bitter personality perfectly matches his bitter chocolate center. Dont be fooled by his sweet, delicate exterior, the Bonbon Dragon would rather cause mischief than play with other dragons."
1268,Creation Dragon,3 Days ,4500,2 Days ,No,500000,"The Creation Dragon is a Legendary Dragon   with the primary typing of Legend. The Creation Dragon can also learn Pure, Light and  Sea moves.      Although it may look like the Creation Dragon is the good member of this duo, the truth is quite the opposite! It uses the Destruction Dragon as a scapegoat, pretending to be a hero, when actually its only desire is to create...so it can then destroy."
1269,Candy Heart Dragon,,,,,,
1270,Sweet Tooth Dragon,,,,,,
1271,Carnival Queen Dragon,,,,,,
1272,Lachy Dragon,3 Days ,4500,2 Days ,No,500000,"The Lachy Dragon is a Legendary Dragon   with the primary typing of Electric. The Lachy Dragon can also learn Legend, Dark and  Nature moves.      Every fortnight, millions of fans come to see the Lachy Dragon in battle. His signature lightning bolt is known throughout Dragon City as well as his trickshots!"
1273,Celebration Dragon,3 Days ,4500,2 Days ,No,500000,"The Celebration Dragon is a Legendary Dragon   with the primary typing of Legend. The Celebration Dragon can also learn Light, Flame and  Electric moves.      Theres always something to celebrate somewhere, right? The Celebration Dragon will turn even the smallest of events into a huge party. Is it because he loves the company of other dragons? No. He does it for the free food!"
1274,Primal Titan Dragon,,,,,,
1275,Masquerade Dragon,3 Days ,4500,2 Days ,No,500000,"The Masquerade Dragon is a Legendary Dragon   with the primary typing of Electric. The Masquerade Dragon can also learn Dark, Metal and  Ice moves.      Is this dragon the bell of the ball or the beast of the ball? The Masquerade Dragon thrives off anonymity, so unveiling its true identity is virtually impossible. It enters and leaves the parade without anyone noticing."
1276,Terra Titan Dragon,,,,,,
1277,Tri-feather Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Tri-feather Dragon is a Very Rare Dragon   with the primary typing of Light. The Tri-feather Dragon can also learn Primal and  Metal moves.      This dragon is a deadly triple threat... Friendly, cuddly, and full of love! If you ask nicely, he may give you a feather to wear in the parade, their violet glow is highly desired by other dragons!"
1278,Sea Titan Dragon,,,,,,
1279,Maraca Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Maraca Dragon is a Epic Dragon   with the primary typing of Light. The Maraca Dragon can also learn Legend, Sea and  Flame moves.      ""My name is Mara and I shake my maracas"" is this dragons famous catchphrase. She can be heard singing it in the parade, which she is a part of every year, of course!"
1280,Parade Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Parade Dragon is a Epic Dragon   with the primary typing of Light. The Parade Dragon can also learn Electric, Nature and  Terra moves.      Parties, parades, and piñatas, the three things you cant live without...according to the Parade Dragon anyway! Are there smaller dragons controlling it from the inside? I guess well never know, so just join the fiesta and dance, dance, dance!"
1281,War Titan Dragon,,,,,,
1282,Sea Virago Dragon,,,,,,
1283,Flame Virago Dragon,,,,,,
1284,Nature Virago Dragon,,,,,,
1285,Pure Virago Dragon,,,,,,
1286,High Virago Dragon,,,,,,
1287,Wind Virago Dragon,,,,,,
1288,Cleopatra Dragon,3 Days ,4500,2 Days ,No,500000,"The Cleopatra Dragon is a Legendary Dragon   with the primary typing of Legend. The Cleopatra Dragon can also learn Terra, Flame and  Light moves.      Behind her mesmerizing beauty lies a calculated and cunning dragon. The Cleopatra Dragon is a strong leader who didnt get there by following the orders of others, no, shes an independent individual who gets what she wants."
1289,Joan Of Arc Dragon,,,,,,
1290,New Dawn Dragon,,,,,,
1291,Green Meadows Dragon,,,,,,
1292,Lucky Dragon,3 Days ,4500,2 Days ,No,500000,"The Lucky Dragon is a Legendary Dragon   with the primary typing of Light. The Lucky Dragon can also learn Nature, Sea and  Legend moves.      Who needs skill when youve got luck? The Lucky Dragon possesses probability-altering powers, meaning things just always seem to go his way in battle, whether he intends it or not! Hes certainly your lucky charm!"
1293,Daisy Dragon,12 Hours ,2000,17 Hours ,Yes,120000,"The Daisy Dragon is a Rare Dragon   with the primary typing of Nature. The Daisy Dragon can also learn Sea and  Terra moves.      The Daisy Dragon is often found following the Green Meadows Dragon around, as he always leaves a trail of brightly colored daisies behind him. The Daisy Dragon will happily make you a daisy chain or flower crown, just ask nicely!"
1294,Bee Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,"The Bee Dragon is a Very Rare Dragon   with the primary typing of Electric. The Bee Dragon can also learn Flame, Terra and  Nature moves.      Whether youre looking for an un-bee-table fighter or an un-bee-lievable teamplayer, the Bee Dragon can certainly bee the queen of your team! But, bee-ware, she isnt a fan of your bee-littling puns..."
1295,Frostfire Dragon,3 Days ,4500,2 Days ,No,500000,"The Frostfire Dragon is a Legendary Dragon   with the primary typing of Pure. The Frostfire Dragon can also learn Dark, Ice and  Flame moves.      Even at the coldest of temperatures, the FrostFire Dragon can generate immense levels of heat. This dragon lures cold, vulnerable prey into its lair as they seek this not-so-innocent heat source..."
1296,Hummingbird Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Hummingbird Dragon is a Epic Dragon   with the primary typing of Light. The Hummingbird Dragon can also learn Wind, Sea and  Nature moves.      Dont be fooled by its dainty movements, the Hummingbird Dragon certainly packs a punch! It loves to show off its muscles, but is this just vanity or a deadly threat? Better not to find out!"
1297,Fertility Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Fertility Dragon is a Legendary Dragon   with the primary typing of Pure. The Fertility Dragon can also learn Wind, Nature and  Terra moves.      Little is known about this elusive dragon, but upon her arrival, dragons claim to be cured of all injuries or ailments. Many will spend years searching for her, as sometimes, she is their only chance of survival."
1298,Bananoss Dragon,3 Days ,4500,2 Days ,No,500000,"The Bananoss Dragon is a Legendary Dragon   with the primary typing of Dark. The Bananoss Dragon can also learn Legend, Nature and  War moves.      With millions of fans, the Bananoss Dragon is one of the most popular dragons on DragonTube! As well as being part of the Banana Bus Squad, he loves chilling with friends and is always up for a laugh. Definitely a must-have on your team!"
1299,King Potato Dragon,,,,,,
1300,Blazefrost Dragon,3 Days ,4500,2 Days ,No,500000,"The Blazefrost Dragon is a Legendary Dragon   with the primary typing of Pure. The Blazefrost Dragon can also learn Light, Flame and  Ice moves.      The BlazeFrost Dragon is a powerful hybrid of fire and ice. It will provide heat and warmth for young dragons lost in the arctic tundra, unlike its malevolent cousin, the FrostFire Dragon..."
1301,Emberscale Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,"The Emberscale Dragon is a Very Rare Dragon   with the primary typing of Flame. The Emberscale Dragon can also learn Terra, Light and  Nature moves.      Team Flame or Team Ice? That is the question you must answer if you want the Emberscale Dragon to be part of your team, and yes, there is a right answer! Flame always triumphs Ice, right?"
1302,Frostscale Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Frostscale Dragon is a Epic Dragon   with the primary typing of Ice. The Frostscale Dragon can also learn Sea, Dark and  Nature moves.      Team Ice or Team Flame? That is the question you must answer if you want the Frostscale Dragon to be part of your team, and yes, there is a right answer! Ice always triumphs Flame, right?"
1303,Infernal Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Infernal Dragon is a Epic Dragon   with the primary typing of Flame. The Infernal Dragon can also learn Dark, Terra and  War moves.      Originating from below the worlds tectonic plates, the Infernal Dragon has magma flowing through its veins and diamonds in its core. It never gets cold. Never."
1304,Chillheart Dragon,3 Days ,4500,2 Days ,No,500000,"The Chillheart Dragon is a Legendary Dragon   with the primary typing of Ice. The Chillheart Dragon can also learn Light, Sea and  Electric moves.      With a heart as cold as ice, youd think this dragon was without empathy, but this is quite the contrary! The Chillheart Dragon is one of the kindest and warmest dragons, metaphorically speaking...its body is ice cold!"
1305,High Reborn Dragon,,,,,,
1306,Hatchling Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,"The Hatchling Dragon is a Very Rare Dragon   with the primary typing of Nature. The Hatchling Dragon can also learn Primal and  Light moves.      No one really knows what lies within its hardened skull, probably very little... Just make sure to get out of the way when these dragons start stampeding."
1307,Awakened Dragon,3 Days ,4500,2 Days ,No,500000,"The Awakened Dragon is a Legendary Dragon   with the primary typing of Light. The Awakened Dragon can also learn Legend, Sea and  Nature moves.      If awakened from its century-long slumbers, it is said that, for some seconds, time will stop and reality as we know it will be turned upside down... Best let the Awakened Dragon wake up naturally!"
1308,Neptune God Dragon,,,,,,
1309,Vitality Dragon,3 Days ,4500,2 Days ,No,500000,"The Vitality Dragon is a Legendary Dragon   with the primary typing of Nature. The Vitality Dragon can also learn Sea, Terra and  Light moves.      This dragon is vibrant, bubbly, and has a real zest for life! She travels the lands sharing the magic elixir held in her necklace... One drop and youll feel as good as new!"
1310,Mars God Dragon,,,,,,
1311,Harvest Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Harvest Dragon is a Legendary Dragon   with the primary typing of Nature. The Harvest Dragon can also learn Terra, Sea and  Light moves.      Feeling peckish? Got the munchies? The Harvest Dragon always has an abundance of food in her cornucopia and she is willing to share with all. Whatever your favorite is, shes got it!"
1312,Jupiter God Dragon,,,,,,
1313,Mercury God Dragon,,,,,,
1314,Venus Goddess Dragon,,,,,,
1315,Pluto God Dragon,,,,,,
1316,Golden Jupiter Dragon,,,,,,
1317,Galestorm Dragon,3 Days ,4500,2 Days ,No,500000,"The Galestorm Dragon is a Legendary Dragon   with the primary typing of Wind. The Galestorm Dragon can also learn War, Electric and  Sea moves.      Bolts of lightning uncontrollably strike the land below when this dragon is flying around. A powerful storm isnt usually far behind, and most dragons have to take shelter, making the Galestorm Dragon rather unpopular!"
1318,High Arcane Dragon,,,,,,
1319,Alebrije Dragon,3 Days ,4500,2 Days ,No,500000,"The Alebrije Dragon is a Legendary Dragon   with the primary typing of Light. The Alebrije Dragon can also learn Legend, Nature and  Flame moves.      An unconventionally beautiful beast that comes to you in your dreams, the Alebrije Dragon can appear in all different shapes and sizes, sometimes as a strange combination of different dragons!"
1320,Storm Magus Dragon,,,,,,
1321,Fiesta Dragon,3 Days ,4500,2 Days ,No,500000,"The Fiesta Dragon is a Legendary Dragon   with the primary typing of Legend. The Fiesta Dragon can also learn Flame, Electric and  Nature moves.      The Fiesta Dragon should always be top of your guest list when planning a party! He brings tasty food, music, and laughs. Tip: Dont challenge him to a chili eating contest, he is an expert on spicy food!"
1322,Xolotl Dragon,3 Days ,4500,2 Days ,No,500000,"The Xolotl Dragon is a Legendary Dragon   with the primary typing of Dark. The Xolotl Dragon can also learn Legend, Electric and  Flame moves.      A sinister dragon that is often associated with lightning and death. The Xolotl Dragon strikes fear in any who see, think, or hear of him. Although, he does have canine-like qualities, could he really be a Dragon Masters best friend?"
1323,Pinata Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Pinata Dragon is a Epic Dragon   with the primary typing of Nature. The Pinata Dragon can also learn Sea, Flame and  Light moves.      He may look soft and fluffy, but the Piñata Dragon is actually one sturdy beast! Dont even think about giving him a whack... He is not made of candy! He will come to your party, though!"
1324,Natura Magus Dragon,,,,,,
1325,Rime Magus Dragon,,,,,,
1326,Pyre Magus Dragon,,,,,,
1327,Perseverance Pearl Dragon,,,,,,
1328,Sunset Opal Dragon,,,,,,
1329,Enlightened Lapis Dragon,,,,,,
1330,Dreamgaze Emerald Dragon,,,,,,
1331,Impervious Diamond Dragon,,,,,,
1332,Illustrious Ruby Dragon,,,,,,
1333,Lazarbeam Dragon,3 Days ,4500,2 Days ,No,500000,"The Lazarbeam Dragon is a Legendary Dragon   with the primary typing of Legend. The Lazarbeam Dragon can also learn Dark, Flame and  War moves.      Your fave has landed in Dragon City! The LazarBeam Dragon is a skilled fighter... He merrily marauds enemy lands and will yeet his opponents off his floating Islands!"
1334,Ravager Dragon,3 Days ,4500,2 Days ,No,500000,"The Ravager Dragon is a Legendary Dragon   with the primary typing of Primal. The Ravager Dragon can also learn Flame, Terra and  Pure moves.      Said to have come from a lost world, it wasnt until one Dragon Master managed to tame this beast and accompany him back to his home. What lies on the other side of the portal? Roars of undiscovered Primal dragons..."
1335,Valor Dragon,3 Days ,4500,2 Days ,No,500000,"The Valor Dragon is a Legendary Dragon   with the primary typing of Pure. The Valor Dragon can also learn Light, Metal and  Flame moves.      One of the bravest and most fearless dragons, the Valor Dragon shows great courage in the face of danger, especially when in battle. She fights for all dragons, whether old or young, big or small, shes got your back!"
1336,Tri-ice Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,"The Tri-ice Dragon is a Very Rare Dragon   with the primary typing of Primal. The Tri-ice Dragon can also learn Ice and  Metal moves.      Tri-Ice or dry ice? This dragon has not one, not two, but three razor-sharp, ultracold horns protruding from its head, meaning it is not easy prey for other Primal dragons. It emits super cold air."
1337,Prideful Vampire Dragon,,,,,,
1338,Aerosoar Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Aerosoar Dragon is a Epic Dragon   with the primary typing of Primal. The Aerosoar Dragon can also learn Wind, Sea and  Nature moves.      Flocks of Aerosoar Dragons soar the sky in search of unsuspecting prey below. They skim the top of the sea by lowering their long jaws into the water while in flight. They are speedier than most."
1339,Treetop Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Treetop Dragon is a Legendary Dragon   with the primary typing of Primal. The Treetop Dragon can also learn Terra, Nature and  Pure moves.      Standing tall above the rest, the Treetop Dragon is a peaceful creature that just likes to get on with its day. However, if provoked, this dragon can use its astonishing weight to crash down onto enemies."
1340,Stegoshock Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Stegoshock Dragon is a Epic Dragon   with the primary typing of Primal. The Stegoshock Dragon can also learn Electric, Metal and  Light moves.      Living in close quarters with the Spinokrok Dragon means you need the ultimate defense, and the Stegoshock Dragon has just that! The sturdy plates on its back are more than just impenetrable, they will also give you a nasty shock!"
1341,Spinokrok Dragon,3 Days ,4500,2 Days ,No,500000,"The Spinokrok Dragon is a Legendary Dragon   with the primary typing of Primal. The Spinokrok Dragon can also learn Dark, Sea and  Pure moves.      The apex predator of the primal-dragon world, the Spinokrok Dragon is a hunting master both on the land and in the sea. Its long, reptilian jaws clamp down on prey and as if they were a chew toy."
1342,Tyrano Dragon,3 Days ,4500,2 Days ,No,500000,"The Tyrano Dragon is a Legendary Dragon   with the primary typing of Primal. The Tyrano Dragon can also learn War, Dark and  Pure moves.      The unofficial King of the primal-dragon world, theres nothing the powerful jaws of the Tyrano Dragon cant crunch through. Only one creature has come close to dethroning this beast... The Spinokrok Dragon!"
1343,High Scorchwing Dragon,,,,,,
1344,Sinful Vampire Dragon,,,,,,
1345,Fireflower Dragon,3 Days ,4500,2 Days ,No,500000,"The Fireflower Dragon is a Legendary Dragon   with the primary typing of Beauty. The Fireflower Dragon can also learn Flame, Light and  Nature moves.      A beautiful dragon that lights up the gloomy forests of Dragon City, usually to help those who have wandered too far. The petals of a Fireflower Dragons tail are said to have magical properties!"
1346,Cosmic Detonation Dragon,,,,,,
1347,Burning Sands Dragon,,,,,,
1348,Heatwave Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Heatwave Dragon is a Legendary Dragon   with the primary typing of Flame. The Heatwave Dragon can also learn Pure, Light and  Metal moves.      By exhaling a gust of hot hair, the Heatwave Dragon can melt anything, including Ice dragons! He also enjoys a bit of stand-up, so watch out, hell roast you...with his insults!"
1349,Glimmer Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Glimmer Dragon is a Very Rare Dragon   with the primary typing of Light. The Glimmer Dragon can also learn Sea and  Nature moves.      The Glimmer Dragon is nocturnal, meaning it only leaves its Habitat at night. Usually traveling in groups, these creatures light up the night sky in beautiful shades of blue and green."
1350,Preston Dragon,3 Days ,4500,2 Days ,No,500000,"The Preston Dragon is a Legendary Dragon   with the primary typing of Flame. The Preston Dragon can also learn Electric, Light and  War moves.      A fan favorite on DragonTube, the Preston Dragon has finally made his way to Dragon City! His tons of followers love his high-energy videos and crazy content!"
1351,Wrathful Vampire Dragon,,,,,,
1352,Deluge Dragon,3 Days ,4500,2 Days ,No,500000,"The Deluge Dragon is a Legendary Dragon   with the primary typing of Sea. The Deluge Dragon can also learn  Legend and  Metal moves.      Some dragons never adapted to live in water, but the Deluge Dragon doesnt care... It plans to flood the lands, submerging everything and everyone. Sea dragons will rule once again!"
1353,Hope & Despair Dragon,,,,,,
1354,High Tectonic Dragon,,,,,,
1355,Light Titan Dragon,,,,,,
1356,Uniting Dragon,3 Days ,4500,2 Days ,No,500000,"The Uniting Dragon is a Legendary Dragon   with the primary typing of Soul. The Uniting Dragon can also learn Legend, Sea and  Light moves.      The Uniting Dragon brings together dragons of all shapes and sizes and unites the Islands in Dragon City. Its beautiful rainbow coloring represents all the different dragon elements in Dragon City."
1357,Dark Titan Dragon,,,,,,
1358,Obscure Darkness Dragon,,,,,,
1359,Golden Light Dragon,,,,,,
1360,Nightshade Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Nightshade Dragon is a Epic Dragon   with the primary typing of Dark. The Nightshade Dragon can also learn Wind, Sea and  War moves.      Ever get the feeling that someone, or something, is following you? You cant see the Nightshade Dragon, but he can always see you. He waits in the dark for his unsuspecting victims. You wont catch him, no one will."
1361,Light Ray Dragon,,,,,,
1362,Homeland Dragon,3 Days ,4500,2 Days ,No,500000,"The Homeland Dragon is a Legendary Dragon   with the primary typing of Light. The Homeland Dragon can also learn Pure, Terra and  Nature moves.      The Homeland Dragon was born and raised in Dragon City but loves to travel the Dragonverse and explore new places. He often recounts tales of his adventures with other dragons. He always returns home."
1363,Spectacle Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Spectacle Dragon is a Epic Dragon   with the primary typing of Happy. The Spectacle Dragon can also learn Light, Electric and  Flame moves.      Are you wearing your spectacles? Grab them quick as you dont want to miss the famous firework displays of the Spectacle Dragon! He is an expert in pyrotechnics and can create beautiful nighttime spectacles!"
1364,Aegis Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Aegis Dragon is a Very Rare Dragon   with the primary typing of War. The Aegis Dragon can also learn Light and  Metal moves.      Protector of the dragon realms, the Aegis Dragon never leaves home without his trusty shield. The shield is said to make a frightening roaring sound during battle, a sound which most dragons are terrified to hear."
1365,Sidemen Dragon,3 Days ,4500,2 Days ,No,500000,"The Sidemen Dragon is a Legendary Dragon   with the primary typing of Dark. The Sidemen Dragon can also learn Metal, War and  Flame moves.      What do you get when 7 of DragonTubes biggest stars join forces? The Sidemen Dragon, of course! This seven-headed beast always has its fans eagerly waiting for the epic Sidemen Sunday!"
1366,Trench Dragon,3 Days ,4500,2 Days ,No,500000,"The Trench Dragon is a Legendary Dragon   with the primary typing of Sea. The Trench Dragon can also learn Dark, Legend and  Ice moves.      A dragon better known as the keeper of abyssal treasure, the Trench Dragon can withstand pressures deep within the ocean. No light ever reaches its aquatic underworld, so it expertly uses its other senses to hunt trespassers."
1367,Jungle Spirit Dragon,,,,,,
1368,Eddievr Dragon,3 Days ,4500,2 Days ,No,500000,"The Eddievr Dragon is a Legendary Dragon   with the primary typing of Electric. The Eddievr Dragon can also learn Light, Primal and  Ice moves.      Híjole! The EddieVR Dragon has landed in Dragon City! He is usually seen hanging out with his pals the JoshDub and Mully dragons or playing some rather frightening VR video games!"
1369,Magmatricity Dragon,3 Days ,4500,2 Days ,No,500000,"The Magmatricity Dragon is a Legendary Dragon   with the primary typing of Flame. The Magmatricity Dragon can also learn Electric, Pure and  War moves.      A dragon better known as the keeper of volcanic treasure, the Magmatricity Dragon rules over an underground, electrified kingdom. Its minions are the first to attack any trespasser who dares to disturb this dragon."
1370,Lady Luna Dragon,,,,,,
1371,Joshdub Dragon,3 Days ,4500,2 Days ,No,500000,"The Joshdub Dragon is a Legendary Dragon   with the primary typing of Flame. The Joshdub Dragon can also learn Legend, Sea and  Light moves.      A member of the DragonTube trio along with his boys, the EddieVR and Mully dragons, the JoshDub Dragon creates hilarious videos and always has millions of fans waiting to watch his next VR adventures!"
1372,Pyroclastic Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Pyroclastic Dragon is a Epic Dragon   with the primary typing of Flame. The Pyroclastic Dragon can also learn Light, Wind and  Dark moves.      A trusted minion of the Magmatricity Dragon, the Pyroclastic Dragon thrives in volcanic terrain. This fast-moving dragon surrounds trespassers with hot gas and rocky debris and can burn anything in its path."
1373,Fools Treasure Dragon,,,,,,
1374,Mully Dragon,3 Days ,4500,2 Days ,No,500000,"The Mully Dragon is a Legendary Dragon   with the primary typing of Nature. The Mully Dragon can also learn War, Ice and  Pure moves.      With tons of views of DragonTube, the Mully Dragon is one of our favorite VR gamers! Hes always making his fans laugh especially when hes with his mates, the JoshDub and EddieVR dragons!"
1375,Absolute Zero Dragon,,,,,,
1376,Wind Titan Dragon,,,,,,
1377,West Wind Dragon,,,,,,
1378,Wind Fairy Dragon,,,,,,
1379,East Wind Dragon,,,,,,
1380,North Wind Dragon,,,,,,
1381,South Wind Dragon,,,,,,
1382,Gluttonous Vampire Dragon,,,,,,
1383,Lachlan Pwr Dragon,,,,,,
1384,Tierna Connaught Dragon,,,,,,
1385,Astrophile Dragon,3 Days ,4500,2 Days ,No,500000,"The Astrophile Dragon is a Legendary Dragon   with the primary typing of Legend. The Astrophile Dragon can also learn Primal, Dark and  Sea moves.      Born with the beauty of the moon, protected by the cursed bones of the sun, and blessed by the stars of the universe... The Astrophile Dragon travels through space to protect and guide those who have lost their way."
1386,High Earthen Dragon,,,,,,
1387,Bastet Goddess Dragon,,,,,,
1388,Isis Goddess Dragon,,,,,,
1389,Forest King Dragon,,,,,,
1390,Nile God Dragon,,,,,,
1391,Croconile Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Croconile Dragon is a Very Rare Dragon   with the primary typing of Chaos. The Croconile Dragon can also learn War and  Metal moves.      A ferocious dragon with a vicious attitude and an indiscriminate diet...thats right, the CrocoNile Dragon will happily eat anything or anyone. Its ravenous hunger means it continually grows bigger the more it eats."
1392,Horus God Dragon,,,,,,
1393,Osiris God Dragon,,,,,,
1394,Forest Servant M Dragon,,,,,,
1395,Forest Servant F Dragon,,,,,,
1396,Envious Vampire Dragon,,,,,,
1397,Forest Queen Dragon,,,,,,
1398,Forest God Dragon,,,,,,
1399,Autumn Spirit Dragon,,,,,,
1400,Fresh Dragon,3 Days ,4500,2 Days ,No,500000,"The Fresh Dragon is a Legendary Dragon   with the primary typing of Nature. The Fresh Dragon can also learn War, Metal and  Legend moves.      A fresh, new dragon with epic skills! The Fresh Dragon has finally made his much-awaited appearance in Dragon City! Add him to your team for some legendary power!"
1401,Fortitude Dragon,3 Days ,4500,2 Days ,No,500000,"The Fortitude Dragon is a Legendary Dragon   with the primary typing of Legend. The Fortitude Dragon can also learn War, Light and  Pure moves.      When in pain, the Fortitude Dragon gets stronger, meaning that foes are actually hesitant to attack it... Just when you think this beast is at its weakest, it will breach enemy lines and devour all with its three heads."
1402,Lifemelt Dragon,3 Days ,4500,2 Days ,No,500000,"The Lifemelt Dragon is a Legendary Dragon   with the primary typing of War. The Lifemelt Dragon can also learn Legend, Electric and  Flame moves.      A well-known battle commander among the community of War dragons, the Lifemelt Dragon will quite literally melt your life away. By enveloping battlefields in a scorching blaze, any sign of life will quickly be turned to ash."
1403,High Devastation Dragon,,,,,,
1404,Ali-a Dragon,3 Days ,4500,2 Days ,No,500000,"The Ali-a Dragon is a Legendary Dragon   with the primary typing of Sea. The Ali-a Dragon can also learn Terra, Metal and  Wind moves.      Ready to join the Ali-A Army?! The Ali-A Dragon has finally landed in Dragon City... Add this superstar dragon to your collection and take your team to stardom!"
1405,Beast Mode Dragon,,,,,,
